article_id,meta_ref_id,is_meta_ref_meta_analysis,meta_ref_section,meta_ref_section_adj,meta_ref_quotes
00129615_009238,"kou-giesbrecht, s., and d. n. l. menge. 2021. “nitrogen-fixing trees
 increase soil nitrous oxide emissions: a meta-analysis.” ecology
 102: e03415.",TRUE,discussion/conclusion,results/discussion/conclusion,"according to a recent meta-analysis, n-fixing trees
 tend to stimulate (approximately double) n2o emissions in
 general (kou-giesbrecht & menge, 2021), consistent with
 widespread obligate snf or incomplete downregulation
 of snf."
00129615_009238,"piotto, d. 2008. “a meta-analysis comparing tree growth in
 monocultures and mixed plantations.” forest ecology and
 management 255: 781–6.",TRUE,discussion/conclusion,results/discussion/conclusion,"both meta-analyses and
 large-scale surveys of mixed-species plots show that
 n fixers increase the basal area growth of nonfixers,
 though effects on total stand growth may be marginal or
 nonexistent (lai et al., 2018; piotto, 2008; staccone
 et al., 2021; taylor et al., 2017; xu et al., 2020), especially
 in high n sites with weak n limitation (binkley, 2003)."
00129615_012684,"ge, q., h. wang, t. rutishauser, and j. dai. 2015. “phenological response to climate change in china: a meta-analysis.” global change biology 21(1): 265–74.",TRUE,discussion/conclusion,results/discussion/conclusion,"compared with secondary consumers, these species may more efficiently exploit the earlier phenology of vegetation, which has particularly advanced in the last decades (ge et al., 2015; root et al., 2003; thackeray et al., 2010, 2016; but see ovaskainen et al., 2013)."
00129615_012684,"nakagawa, s., and e. s. a. santos. 2012. “methodological issues and advances in biological meta-analysis.” evolutionary ecology 26: 1253–74.",FALSE,methods,methods,"this method allows the inclusion of multiple fixed and random effects in a single model (hadfield & nakagawa, 2010; nakagawa&santos, 2012)."
00129615_012684,"usui, t., s. h. butchart, and a. b. phillimore. 2017. “temporal shifts and temperature sensitivity of avian spring migratory phenology: a phylogenetic meta-analysis.” journal of animal ecology 86(2): 250–61.",TRUE,introduction,introduction,"increase in global temperatures has generally led to an advanced onset of spring events in seasonal environments, such as earlier flowering and leafing of plants (fitter & fitter, 2002; thackeray et al., 2016), emergence of insects (bale et al., 2002; forister & shapiro, 2003; thackeray et al., 2016), and migration and breeding of higher-level consumers (cohen et al., 2018; jonzén et al., 2006; knudsen et al., 2011; li et al., 2013; mclean et al., 2022; thackeray et al., 2016; usui et al., 2017), especially in regions outside the tropics (cohen et al., 2018; thackeray et al., 2016).; there is compelling evidence that avian populations have been affected by recent climate change across the world (e.g., dunn & møller, 2019; knudsen et al., 2011; parmesan & yohe, 2003; root et al., 2003; usui et al., 2017).; the effects of climate change on birds have been summarized by comparative studies and meta-analyses, and include shifts in geographical distribution, earlier breeding, changes in migration schedule and in reproductive performance, as well as variation in population size (e.g., chen et al., 2011; dunn & møller, 2014, 2019; møller et al., 2008; radchuk et al., 2019; usui et al., 2017).; in particular, temporal trends in the phenology of avian circannual activities in response to global warming have been extensively documented over broad spatial and temporal scales (bitterlin & van buskirk, 2014; dunn & møller, 2014, 2019; hällfors et al., 2020; horton et al., 2020; lehikoinen et al., 2019; usui et al., 2017), showing a general advancement in prebreeding migration and breeding dates in recent years and with increasing temperatures (bitterlin & van buskirk, 2014; dunn & møller, 2014, 2019; usui et al., 2017).; therefore, these species are expected to be more flexible in adjusting their migration and breeding schedules to avoid mismatches with the phenology of resources/prey to which they are ecologically linked than species migrating over longer distances, whose circannual activities are more dependent on photoperiod and on constraints in crossing ecological barriers (both et al., 2006; lehikoinen et al., 2019; møller et al., 2008; saino et al., 2011; samplonius et al., 2018; usui et al., 2017).; for instance, in spite of the vast literature published on phenological shifts, including meta-analyses (bitterlin & van buskirk, 2014; dunn & møller, 2014; usui et al., 2017), current evidence has focused on a specific phenophase (e.g., dunn & møller, 2014; hällfors et al., 2020; usui et al., 2017), is limited in time and space (e.g., bitterlin & van buskirk, 2014; hällfors et al., 2020; kluen et al., 2017; vegvari et al., 2010), and/or is restricted to a single or a few species only (e.g., samplonius et al., 2018; tomotani et al., 2018).; our main aim was to compare the temporal change in the phenology of different phases of the avian circannual cycle (i.e., the slope of the linear regression between the date of prebreeding migration/breeding/postbreeding migration and year; see also usui et al., 2017) among groups of birds with different life-history and ecological traits from different regions of the globe."
00129615_012684,"usui, t., s. h. butchart, and a. b. phillimore. 2017. “temporal shifts and temperature sensitivity of avian spring migratory phenology: a phylogenetic meta-analysis.” journal of animal ecology 86(2): 250–61.",TRUE,methods,methods,"in addition, we used all the published information that was included in previous meta-analyses (e.g., dunn & møller, 2014; rubolini et al., 2007; usui et al., 2017).; in particular, we used data from studies reporting the slope from simple linear regressions between the timing of the aforementioned phenophases and year (days year1), which is considered a good proxy to estimate the (linear) response of organisms to climate change (see e.g., cohen et al., 2018; jonzén et al., 2006; usui et al., 2017).; we also included slopes reported in datasets associated with previous meta-analyses (e.g., dunn & møller, 2014; usui et al., 2017).; we pooled arrival and passage dates even though each reflects a different phenomenon (gordo, 2007), because it is rarely possible to distinguish transient migrants from newly arriving individuals that will subsequently breed in the area of data collection (but see usui et al., 2017), especially at high latitudes of the northern hemisphere where most of the data were collected.; our data were divided into different subsets, depending on whether the time series referred to the phenology of the precocious part of a given population (e.g., the date of the first-arriving individual) or its central value (e.g., the mean arrival date), which represent the twomost commonly used measures of timing of migration/arrival/breeding in bird studies (dunn & møller, 2014; lehikoinen et al., 2004, 2019; rubolini et al., 2007; sparks et al., 2005; usui et al., 2017).; conversely, we preferred not to re-categorize migratory behavior at the population level according to the information reported in each paper (see e.g., usui et al., 2017) because of the different criteria used by different studies (e.g., in many cases the same species was coded as a short- or long-distance migrant in nearby locations).; communication). as the phenological data used in the analyses originated from studies performed with different procedures (citizen scientist observations, national monitoring programs, nonstandardized field studies, observatory observations, ornithological club reports, standardized capture and ringing at observatories, standardized field studies; see usui et al., 2017), we controlled for variance in the quality of data by allowing for heterogeneity of residual variance across these data types with the rcov statement of the mcmcglmm procedure."
00129615_012684,"usui, t., s. h. butchart, and a. b. phillimore. 2017. “temporal shifts and temperature sensitivity of avian spring migratory phenology: a phylogenetic meta-analysis.” journal of animal ecology 86(2): 250–61.",TRUE,discussion/conclusion,results/discussion/conclusion,"the results are consistent with previous studies showing a general advancement in the time of prebreeding migration and breeding (bitterlin & van buskirk, 2014; cohen et al., 2018; dunn & møller, 2014; lehikoinen et al., 2004, 2019; parmesan & yohe, 2003; root et al., 2003; usui et al., 2017), which varied between 0.19 and 0.29 days per year.; similar differences have been repeatedly documented by observations at single locations or countries (e.g., kluen et al., 2017; samplonius et al., 2018; vegvari et al., 2010), as well as by comparative and meta-analytical studies (e.g., bitterlin & van buskirk, 2014; rubolini et al., 2007; saino et al., 2011; usui et al., 2017).; this result is consistent with a previous meta-analysis on bird migration (usui et al., 2017), thus possibly indicating that larger species are better able to advance their annual activities especially in the earlier, colder, part of a given phenophase, because they have more body reserves to survive the harsh environmental conditions.; due to ecological and historical reasons, most of the information concerns phenological shifts in breeding and prebreedingmigration in the northern hemisphere, particularly in north america and europe (see also e.g., dunn & møller, 2014; lehikoinen et al., 2019; usui et al., 2017)."
00129615_012684,"wood, j. 2008. “methodology for dealing with duplicate study effects in a meta–analysis.” organizational research methods 11: 79–9.",TRUE,methods,methods,"to avoid “duplication of study” effects (wood, 2008), a single slope between year and a particular phenophase (e.g., early breeding; see definition of circannual phenophases for details of phenophase identification) in the same species and in the same timespan was included per location by adopting the following criteria."
00129615_012744,"zvereva, e. l., and m. v. kozlov. 2006. “consequences of simultaneous elevation of carbon dioxide and temperature for plant-herbivore interactions: a metaanalysis.” global change biology 12: 27–41. https://doi.org/10.1111/j.1365-2486. 2005.01086.x.",TRUE,introduction,introduction,"despite these projections, empirical data underscore that pest responses to warming are highly complex and species specific (lehmann et al., 2020; parmesan et al., 2018; robinet & roques, 2010; zvereva & kozlov, 2006)."
00129658_000544,"brandenburg, k., l. siebers, j. keuskamp, t. g. jephcott, and d. b. van de waal. 2020. “effects of nutrient limitation on the synthesis of n-rich phytoplankton toxins: a meta-analysis.” toxins 12: 221.",TRUE,introduction,introduction,"similarly, n-rich oligopeptides may also be associated with host defense against parasitic fungi in fresh- water cyanobacteria (rohrlack et al., 2013), and these com- pounds generally follow the relative n contents of the host (brandenburg et al., 2020)."
00129658_000544,"thomas, p. k., c. kunze, d. b. van de waal, h. hillebrand, and m. striebel. 2022. “elemental and biochemical nutrient limitation of zooplankton: a meta-analysis.” ecology letters 25: 2776–92.",TRUE,introduction,introduction,"nutrient limitation leads to a decrease in nutrient:c ratios of primary producers, which may limit the performance of herbivores due to the relatively low nutrient and high c content in their diet (elser et al., 2000; hessen et al., 2013; mattson, 1980; thomas et al., 2022)."
00129658_000700,"yeager, l. a., j. estrada, k. holt, s. r. keyser, and t. a. oke. 2020. “are habitat fragmentation effects stronger in marine systems? a review and meta-analysis.” current landscape ecology reports 5: 58–67. https://doi.org/10.1007/s40823-020-00053-w.",TRUE,discussion/conclusion,results/discussion/conclusion,"the ecological consequences of extirpation patches in the middle of a species’ range are uncertain, and the implications for metapopulation connectivity and range shifts are complex and understudied in marine systems compared with terrestrial and aquatic ones (yeager et al., 2020)."
00129658_000778,"gurevitch, j., j. a. morrison, and l. v. hedges. 2000. “the interaction between competition and predation: a meta-analysis of field experiments.” american naturalist 155: 435–453.",TRUE,introduction,introduction,"however, most systems demonstrate an inverse relationship between competition and predation strengths (chase et al., 2002; ellingsen et al., 2020; gurevitch et al., 2000; morin, 1981, 1983; paine, 1966; sih et al., 1985; terborgh, 2015)."
00129658_000778,"gurevitch, j., j. a. morrison, and l. v. hedges. 2000. “the interaction between competition and predation: a meta-analysis of field experiments.” american naturalist 155: 435–453.",TRUE,discussion/conclusion,results/discussion/conclusion,"this increase in diversity with predation pressure is consistent with empirical and theoretical studies indicating that predation can reduce or even prevent competitive exclusion of species by keeping densities of dominant competitors low (e.g., keystone predation) (gurevitch et al., 2000; holt & lawton, 1994; leibold, 1996; morin, 1981; murdoch, 1969; paine, 1969; saleem et al., 2012)."
00129658_001995,"levine, j. m., p. b. adler, and s. g. yelenik. 2004. “a meta-analysis of biotic resistance to exotic plant invasions.” ecology letters 7(10): 975–989.",TRUE,introduction,introduction,"similarly, communities are resilient if a resi- dent community is successfully invaded by a novel species but its internal dynamics are relatively robust pre- and post-invasion (alday et al., 2013; chaffin et al., 2016; chambers et al., 2014; levine et al., 2004)."
00129658_003169,"arft, a. m., m. d. walker, j. gurevitch, j. m. alatalo, m. s.
 bret-harte, m. dale, m. diemer, et al. 1999. “responses of
 tundra plants to experimental warming: meta-analysis of the
 international tundra experiment.” ecological monographs
 69(4): 491–511.",TRUE,discussion/conclusion,results/discussion/conclusion,"our results agree with
 the results of studies with several other species, showing
 that flowering advances with warmer spring temperatures
 (arft et al., 1999; ehrlén & valdés, 2020; tansey
 et al., 2017)."
00129658_004184,"vasconcelos, h. l., j. b. maravalhas, and t. cornelissen. 2017. “effects of fire disturbance on ant abundance and diversity: a global meta-analysis.” biodiversity and conservation 26: 177–188.",TRUE,introduction,introduction,"the impacts of fire on biodiversity depend on fire frequency and intensity (jolly et al., 2022; santos et al., 2022), the biome (bond & van wilgen, 2012; whelan, 1995), as well as the focal taxa (andersen, 2021) and their biogeographic histories (andersen & vasconcelos, 2022)."
00129658_005284,"viechtbauer, w. 2010. “conducting meta-analyses in r with the
 metafor.” journal of statistical software 36: 1–48.",FALSE,NA,NA,NA
00129658_005313,"halvorson, h. m., and c. l. atkinson. 2019. “egestion versusexcretion: a meta-analysis examining nutrient release ratesand ratios across freshwater fauna.” diversity 11(10): 189.",TRUE,discussion/conclusion,results/discussion/conclusion,"thus, the loss of species or trophic guilds hasthe potential to shift food webs and further alter nutrientrecycling (allgeier et al., 2017; halvorson & atkinson, 2019;peters et al., 2019)"
00129658_005429,"kuppler, j., and m. m. kotowska. 2021. “a meta-analysis of responses in floral traits and flower–visitor interactions to water deficit.” global change biology 27(13): 3095–108.",TRUE,introduction,introduction,"drought can cause decreased investment in flower number, flower size, and nectar production (descamps et al., 2021; kuppler & kotowska, 2021) and, in certain circumstances, pollen quantity and viability (descamps et al., 2021)."
00129658_005429,"kuppler, j., and m. m. kotowska. 2021. “a meta-analysis of responses in floral traits and flower–visitor interactions to water deficit.” global change biology 27(13): 3095–108.",TRUE,discussion/conclusion,results/discussion/conclusion,"some studies found that drought also decreased nectar volume (kuppler & kotowska, 2021; waser & price, 2016) and concentration (descamps et al., 2021); however, we did not find a comparable effect of drought on nectar production in our study."
00129658_005429,"rubin, r. l., k. j. van groenigen, and b. a. hungate. 2017. “plant growth promoting rhizobacteria are more effective under drought: a meta-analysis.” plant and soil 416(1): 309–23.",TRUE,introduction,introduction,"compromised plant performance caused by drought, for example, can increase herbivory (levine & paige, 2004), reduce seed dispersal (oliveira et al., 2019), encourage pest outbreaks (rouault et al., 2006), elevate pathogen loads (desprez-loustau et al., 2006), shift the outcome of protection mutualisms (pringle et al., 2013), and alter microbial interactions affecting growth (rubin et al., 2017)."
00129658_008858,"delavaux, c. s., l. m. smith-ramesh, and s. e. kuebbing. 2017.
 “beyond nutrients: a meta-analysis of the diverse effects of
 arbuscular mycorrhizal fungi on plants and soils.” ecology
 98: 2111–9.",TRUE,discussion/conclusion,results/discussion/conclusion,"these patterns indicate that stimulation
 of plant growth by mycorrhizal symbiosis may occur
 either by improved phosphorus supply or via other mechanisms
 (e.g., hormonal signaling [liu et al., 2018; pons
 et al., 2020]; nitrogen and water uptake and disease resistance
 [delavaux et al., 2017], nutrient dilution effect with
 increasing plant productivity [welti et al., 2020])"
00129658_008858,"hartung, j., and g. knapp. 2003. “an alternative test procedure
 for meta-analysis.” in meta-analysis: new developments and
 applications in medical and social sciences, edited by
 r. schulze, h. holling, and d. böhning, 53–69. ashland, oh:
 hogrefe & huber publishers.",FALSE,NA,NA,NA
00129658_008858,"hoeksema, j. d., v. bala chaudhary, c. a. gehring, n. c. johnson,
 j. karst, r. t. koide, a. pringle, et al. 2010. “a meta-analysis
 of context-dependency in plant response to inoculation with
 mycorrhizal fungi.” ecology letters 13(3): 394–407.",TRUE,introduction,introduction,"the mycorrhizal response is known to be dependent
 on phosphorus limitation, nitrogen limitation, and
 mycorrhizal fungi identity, which confounds attempts to
 generalize mycorrhizal response within a species (bever
 et al., 2009; hoeksema et al., 2010; savary et al., 2020)."
00129658_008858,"hoeksema, j. d., v. bala chaudhary, c. a. gehring, n. c. johnson,
 j. karst, r. t. koide, a. pringle, et al. 2010. “a meta-analysis
 of context-dependency in plant response to inoculation with
 mycorrhizal fungi.” ecology letters 13(3): 394–407.",TRUE,methods,methods,"this is to
 ensure that the measurement of growth can be directly
 attributed to the interactions between the plant genotype
 and the fungal isolate being tested, as plant and fungal isolate
 can favor certain partners and allocate differentially in
 mixed fungal-isolate environments (bever et al., 2009;
 hoeksema et al., 2010; savary et al., 2020)."
00129658_008858,"schwarzer, g. 2007. “meta: an r package for meta-analysis.”
 r news 7(3): 40–5.",FALSE,NA,NA,NA
00129658_008858,"siefert, a., c. violle, l. chalmandrier, c. h. albert, a. taudiere,
 a. fajardo, l. w. aarssen, et al. 2015. “a global
 meta-analysis of the relative extent of intraspecific trait
 variation in plant communities.” ecology letters 18(12):
 1406–19",TRUE,introduction,introduction,"current understanding of the
 role of intraspecific trait variation in ecosystems suggests
 that, while variation between species is greater than
 within species, intraspecific trait variation can be more
 important than interspecific variation when assessing species
 interactions and community processes (des roches
 et al., 2018; siefert et al., 2015)."
00129658_008858,"siefert, a., c. violle, l. chalmandrier, c. h. albert, a. taudiere,
 a. fajardo, l. w. aarssen, et al. 2015. “a global
 meta-analysis of the relative extent of intraspecific trait
 variation in plant communities.” ecology letters 18(12):
 1406–19",TRUE,introduction,introduction,"to address
 this gap of knowledge, we should understand the source
 of this trait variation and how this variation is structured
 across populations and environments (moran et al., 2016;
 siefert et al., 2015)."
00129658_008858,"viechtbauer, w. 2005. “bias and efficiency of meta-analytic
 variance estimators in the random-effects model.” journal of
 educational and behavioral statistics 30(3): 261–93.",FALSE,NA,NA,NA
00129658_008865,"manzoni, s., j. p. schimel, and a. porporato. 2012. “responses of
soil microbial communities to water stress: results from a
meta-analysis.” ecology 93: 930–8.",TRUE,introduction,introduction,"increases in microbial biomass and activity often
occur under improved hydrological conditions (castro
et al., 2019; meisner et al., 2013; rey et al., 2017), whereas
decreases in microbial abundance and activity, and even
microbial death, are often observed under severe drought
conditions (allison & treseder, 2008; castro et al., 2019;
manzoni et al., 2012).; severe drought can reduce the activity of soil microbes,
leading to local extinction (allison & treseder, 2008; castro
et al., 2019; manzoni et al., 2012)."
00129658_008865,"treseder, k. k. 2008. “nitrogen additions and microbial biomass:a meta-analysis of ecosystem studies.” ecology letters 11:1111–20.",TRUE,discussion/conclusion,results/discussion/conclusion,"declinesin soil microbial biomass under high nitrogen-additiontreatment (treseder, 2008) may be attributed to soil acidification(e.g., hou et al., 2021; xing et al., 2022)."
00129658_008875,"anjos, d. v., l. c. leal, p. jordano, and k. del-claro. 2020. “antsas diaspore removers of non-myrmecochorous plants:a meta-analysis.” oikos 129: 775–86.",TRUE,introduction,introduction,"however, plants are also frequently dis-persed by a broad diversity of invertebrates (e.g., ants anddung beetles), which can be equally if not more impor-tant than vertebrates (e.g., anjos et al., 2020; ness et al.,2009; pérez-ramos et al., 2013)"
00129658_008875,"farji-brener, a. g., and v. werenkraut. 2017. “the effects ofant nests on soil fertility and plant performance: ameta-analysis.” journal of animal ecology 86: 866–77.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, remaining in the nest can be beneficialbecause the soil in and near nests is sometimes morenutrient rich (farji-brener & werenkraut, 2017), poten-tially (but not necessarily) promoting germination(giladi, 2006; horvitz & schemske, 1986; sondej &domisch, 2022)."
00129658_011169,"ekroth, a. k., c. rafaluk-mohr, and k. c. king. 2019. “host genetic diversity limits parasite success beyond agricultural systems: a meta-analysis.” proceedings of the royal society b 286: 20191811",TRUE,introduction,introduction,". in addition, host interspecific and intraspecific genetic composition and diversity can strongly influence disease risk (ekroth et al., 2019; johnson et al., 2015; reiss & drinkwater, 2018; rohr et al., 2020)."
00129658_011169,"kamiya, t., k. o’dwyer, s. nakagawa, and r. poulin. 2014. “host diversity drives parasite diversity: meta-analytical insights into patterns and causal mechanisms.” ecography 37: 689–97.",TRUE,discussion/conclusion,results/discussion/conclusion,"in addition, parasite diversity generally increases with host diversity (kamiya et al., 2014; rottstock et al., 2014) and, in some instances, disease risk associated with individual parasites is reduced in more diverse parasite communities due to competition among parasites (johnson & hoverman, 2012; johnson, preston, hoverman, & richgels, 2013; rottstock et al., 2014)."
00129658_011169,"reiss, e. r., and l. e. drinkwater. 2018. “cultivar mixtures: a meta-analysis of the effect of intraspecific diversity on crop yield.” ecological applications 28: 62–77",TRUE,introduction,introduction,"in addition, host interspecific and intraspecific genetic composition and diversity can strongly influence disease risk (ekroth et al., 2019; johnson et al., 2015; reiss & drinkwater, 2018; rohr et al., 2020)"
00129658_011169,"reiss, e. r., and l. e. drinkwater. 2018. “cultivar mixtures: a meta-analysis of the effect of intraspecific diversity on crop yield.” ecological applications 28: 62–77",TRUE,discussion/conclusion,results/discussion/conclusion,"notably, many empirical examples of the effects of host diversity on disease outcomes in natural systems are a function of host composition rather than host diversity per se (johnson et al., 2015), yet the reduction we observed in disease intensity in polyculture was greater than expected based on genotypic composition (johnson et al., 2006), similar to results found in crop studies (reiss & drinkwater, 2018)."
00129658_016194,"de boer, r. a., r. vega-trejo, a. kotrschal, and j. l. fitzpatrick. 2021. “meta-analytic evidence that animals rarely avoid inbreeding.” nature ecology & evolution 5: 949–64.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, although inbreeding appears equally common in both plants and animals (olsen et al., 2020), it can also be avoided in ways that do not involve dispersal, especially in animals in which individuals generally have control over the exchange of gametes (de boer et al., 2021; pike et al., 2021)."
00143820_002816,"endara, m. j., & coley, p. d. (2011). the resource availability hypothesis
 revisited: a meta-analysis. functional ecology, 25, 389–398.",TRUE,discussion/conclusion,results/discussion/conclusion,"again, this contrasts with plant defense theory, which predicts
 that defense investment should be higher in more resourcestressed
 environments where photosynthetic tissue is more
 expensive to produce (coley et al., 1985; endara & coley,
 2011; pearse & hipp, 2012)."
00143820_002849,"cally, j. g., stuart-fox, d., & holman, l. (2019). meta-analytic evidence that sexual selection improves population fitness. nature communications, 10, 2017.",TRUE,discussion/conclusion,results/discussion/conclusion,"our results contrast with those obtained by manipulating opportunity sexual selection via mating system and sex ratio, which generally find a positive effect of sexual selection on fitness correlates (cally et al., 2019) and population survival (jarzebowska & radwan, 2010; lumley et al., 2015; plesnarbielak et al., 2012)."
00143820_007513,"carta, a., fernández-pascual, e., gioria, m., müller, j. v., rivière, s., rosbakh, s., saatkamp, a., vandelook, f., & mattana, e. (2022). climate shapes the seed germination niche of temperate flowering plants: a meta-analysis of european seed conservation data. annals of botany, 129(7), 775–786. https://doi.org/10.1093/aob/ mcac037",TRUE,other,other,"this research establishes the focus on chromosome evolution as one of the multiple factors implied in angiosperms’ diversification, along with geographical (e.g., barriers to gene flow) and ecological drivers such as soil nutrient availability, seed germination niche, or pollinator-driven diversification since paleozoic (see asar et al., 2022; berendse & scheffer, 2009; carta et al., 2022)."
00143820_007533,"frankham, r. (2015). genetic rescue of small inbred populations: 
meta-analysis reveals large and consistent benefits of gene flow. 
molecular ecology, 24(11), 2610–2618. https://doi.org/10.1111/
mec.13139",TRUE,discussion/conclusion,results/discussion/conclusion,"this fixed load often reduces fitness (frankham, 2015; glémin, 2003; ingvarsson, 2001; leimu et al., 2006; whiteley et al., 2015)."
00143820_007533,"krist, m. (2011). egg size and offspring quality: a meta-analysis in 
birds. biological reviews, 86, 692–716. https://doi.org/10.1111/
j.1469-185x.2010.00166.x",TRUE,introduction,introduction,"bigger seeds or eggs often generate larger progeny, reflecting genetic or maternal effects (or their interaction; huisman et al., 2016; krist, 2011)."
00143820_007533,"miller, j. m., & coltman, d. w. (2014). assessment of identity disequilibrium and its relation to empirical heterozygosity fitness correlations: a meta-analysis. molecular ecology, 23(8), 1899–1909. 
https://doi.org/10.1111/mec.12707",TRUE,methods,methods,"to assess variation in inbreeding among individuals, we calculated g2, a measure of identity disequilibrium (david et al., 2007; miller & coltman, 2014)."
00143820_007543,"cally, j. g., stuart-fox, d., & holman, l. (2019). meta-analytic evidence that sexual selection improves population fitness. nature communications, 10, 2017. https://doi.org/10.1038/s41467-019- 10074-7",TRUE,introduction,introduction,"moreover, sexual selection against deleterious mutations can also improve adaptation rates and/or reduce extinction risk (cally et al., 2019; fricke & arnqvist, 2007; godwin et al., 2020; jarzebowska & radwan, 2010; lorch et al., 2003; lumley et al., 2015; martínez-ruiz & knell, 2016; parrett & knell, 2018; parrett et al., 2019; plesnar-bielak et al., 2012) if the condition-dependent expression of ssts reveals individuals’ relative share of the population’s mutation load (grieshop et al., 2021b)."
00143820_009807,"lüpold, s., de boer, r. a., evans, j. p., tomkins, j. l., & fitzpatrick, j. l. (2020). how sperm competition shapes the evolution of testes and sperm: a meta-analysis. philosophical transactions of the royal society b: biological sciences, 375, 20200064.",TRUE,discussion/conclusion,results/discussion/conclusion,"similar patterns are well established in separate-sexed species (reviewed in lüpold et al., 2020), and previous results have shown that manipulation of group size results in changes in testis size and spermatogenesis in m. lignano (giannakara et al., 2016; janicke et al., 2013; nieuwenhuis & aanen, 2018; sekii et al., 2013; vellnow et al., 2017)."
00143820_013845,"dougherty, l. r. (2021). meta-analysis reveals that animal sexual signalling behaviour is honest and resource based. nature ecology & evolution, 5, 688–699.",TRUE,discussion/conclusion,results/discussion/conclusion,"traits that are useful during competitive
 interactions, like conspicuous traits to attract mates
 (dougherty, 2021; mappes et al., 1996; woods et al., 2007)
 or fighting appendages like antlers or horns (emlen, 2008;
 miller, 2013), are costly to produce, but expression costs
 likely depend on the environment, at least partly."
00143820_015606,"kueffer, c., pysek, p., & richardson, d. m. (2014). integrative invasion science: model systems, multi-site studies, focused meta-anal- ysis and invasion syndromes. new phytologist, 200(3), 615–633.",FALSE,NA,NA,NA
00143820_015621,"harrison, f., barta, z., cuthill, i., & székely, t. (2009). how is sex- ual conflict over parental care resolved? a meta-analysis. journal of evolutionary biology, 22, 1800–1812. https://doi.org/10.1111/ j.1420-9101.2009.01792.x",TRUE,introduction,introduction,"to understand the costs of desertion and patterns of paren- tal compensation, studies in multiple species have manipulated partner effort by artificially removing one partner (i.e., exper- imentally enforced desertion; harrison et al., 2009; hunt & simmons, 2002; lavery & reebs, 1994). ; a meta-analysis of such studies in birds indicates that artificially deserted par- ents typically partially compensate for the lack of care from their absent partner, that is, deserted parents increase their rates of care but overall rates of offspring care remain lower when compared to biparental families (harrison et al., 2009)."
00143820_015621,"harrison, f., barta, z., cuthill, i., & székely, t. (2009). how is sex- ual conflict over parental care resolved? a meta-analysis. journal of evolutionary biology, 22, 1800–1812. https://doi.org/10.1111/ j.1420-9101.2009.01792.x",TRUE,discussion/conclusion,results/discussion/conclusion,"our results reveal a complex pattern of male compensa- tion for their absent partner, where males at least partially compensated for the lack of female care in terms of brooding, supporting patterns of compensation predicted from sexual conflict theory (houston & davies, 1985; mcnamara et al., 2003), as well as previous empirical work in birds, amphib- ians, fish and insects that has indicated abandoned parents increase their investment in care (cantarero et al., 2019; harrison et al., 2009; hunt & simmons, 2002; lavery & 
 reebs, 1994; osorno & székely, 2004; ringler et al., 2015; royle et al., 2002)."
00143820_015621,"santos, e. s. a., & nakagawa, s. (2012). the costs of parental care: a meta-analysis of the trade-off between parental effort and survival in birds. journal of evolutionary biology, 25, 1911–1917. http:// doi.org/10.1111/j.1420-9101.2012.02569.x",TRUE,introduction,introduction,"however, caring can incur significant costs in terms of energy, time, and survival, that ultimately trade off with the future reproductive output of parents (alonso-alvarez & velando, 2012; balme et al., 2017; drent & daan, 1980; santos & nakagawa, 2012; zink, 2003)."
00143820_015677,"winternitz, j., abbate, j. l., huchard, e., havlíček j., & garamszegi, l. z. (2017). patterns of mhc-dependent mate selection in humans and nonhuman primates: a meta-analysis. molecular ecology, 26, 668–688.",TRUE,discussion/conclusion,results/discussion/conclusion,"however, as mhcassortative mate choice was only demonstrated in a british population (sin et al., 2015), how it might influence continent- wide pattern of mhc diversity in m. meles is still an open question (havlíček et al., 2020; kamiya et al., 2014; winternitz et al., 2017)."
00218790_001960,"myers, j. a., & harms, k. e. (2009). seed arrival, ecological filters, and plant species richness: a meta-analysis. ecology letters, 12(11), 1250–1260.",TRUE,introduction,introduction,"to date, many studies have used biological invasions to test for saturation, focusing only on species richness (e.g. myers & harms, 2009; sax et al., 2002; and studies cited in sax & gaines, 2003; see also olivares et al., 2018)."
00218790_001960,"myers, j. a., & harms, k. e. (2009). seed arrival, ecological filters, and plant species richness: a meta-analysis. ecology letters, 12(11), 1250–1260.",TRUE,discussion/conclusion,results/discussion/conclusion,"while many short-term studies focusing on recent biological invasions have found that communities are unsaturated (e.g. myers & harms, 2009; sax et al., 2002; stohlgren et al., 2008; and the studies cited in sax & gaines, 2003), ours is one of the few using patterns of species introductions to find evidence for saturation over long temporal scales."
00218790_003295,"andriuzzi, w. s., & wall, d. h. (2017). responses of belowground communities to large aboveground herbivores: meta-analysis reveals biome-dependent patterns and",TRUE,introduction,introduction,"this is true, even when we account for the important differences between the effects of browsers and grazers (see reviews in andriuzzi & wall, 2017; bernes et al., 2018; forbes et al., 2019; sitters & andriuzzi, 2019; staver et al., 2021; wardle et al., 2004).; experimental studies of other large browsers and grazers across biomes show considerable disagreement in the strength of these animal's effect on soil ecosystem functioning (e.g. ibanez-alvarez et al., 2022 and see reviews in andriuzzi & wall, 2017; daskin & pringle, 2016; forbes et al., 2019)"
